                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                 2.0076,                 1.6214,                 1.3041,                0.47946,                0.41556,                0.37077,                0.17385,                 2.0261,                 1.5917,                  1.282,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.9889,                 1.6126,                 1.2971,                0.38238,                0.36212,                0.36223,                0.15893,                 1.9882,                 1.6089,                  1.285,             0.00038507,             0.00038507,             0.00038507
                     69,                 2.0112,                 1.6165,                 1.3036,                0.39336,                 0.3267,                0.31956,                0.14938,                 1.9693,                 1.6963,                 1.2729,             0.00037407,             0.00037407,             0.00037407
                     70,                 2.0154,                 1.6151,                    1.3,                0.50688,                 0.3315,                0.36719,                0.16935,                 1.9342,                 1.6081,                  1.252,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.9818,                 1.5808,                 1.2841,                0.36344,                0.40364,                0.39561,                0.18673,                 1.9792,                 1.5601,                 1.2578,             0.00035208,             0.00035208,             0.00035208
                     72,                 2.0306,                 1.6175,                 1.3005,                 0.3738,                 0.3809,                0.38632,                0.17537,                 2.0225,                 1.6163,                 1.2946,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.9981,                 1.6029,                 1.2739,                0.41137,                0.44094,                 0.3719,                 0.1687,                  2.069,                 1.6719,                 1.2931,             0.00033008,             0.00033008,             0.00033008
                     74,                  1.981,                 1.6034,                 1.2848,                0.47862,                0.42258,                0.37342,                0.16358,                 1.9965,                 1.5596,                 1.2754,             0.00031908,             0.00031908,             0.00031908
                     75,                 2.0152,                 1.6141,                 1.2823,                0.36715,                0.41659,                0.35005,                0.16578,                 1.9655,                 1.6239,                 1.2712,             0.00030808,             0.00030808,             0.00030808
                     76,                 2.0032,                 1.6104,                 1.2778,                0.44223,                0.34621,                0.37058,                0.16078,                 1.9795,                  1.646,                 1.2689,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.9683,                 1.6198,                 1.2804,                0.45404,                0.32978,                0.36102,                0.16497,                  1.971,                 1.7478,                 1.2699,             0.00028608,             0.00028608,             0.00028608
                     78,                 2.0173,                 1.6039,                  1.289,                 0.4843,                0.32889,                 0.3851,                0.17945,                  1.967,                 1.5774,                 1.2658,             0.00027508,             0.00027508,             0.00027508
                     79,                 2.0201,                 1.6081,                 1.2905,                0.47907,                0.40345,                0.40287,                 0.1898,                 1.9412,                 1.5544,                 1.2578,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.9842,                 1.5691,                 1.2882,                0.58474,                0.35805,                0.40175,                0.18329,                 1.9827,                 1.5923,                  1.278,             0.00025309,             0.00025309,             0.00025309
                     81,                   1.99,                 1.5716,                 1.2778,                0.48243,                 0.3771,                0.38901,                0.18197,                 1.9457,                 1.6312,                 1.2686,             0.00024209,             0.00024209,             0.00024209
                     82,                  1.933,                 1.5458,                  1.267,                0.41545,                 0.4255,                0.39839,                0.18927,                  1.957,                 1.5741,                 1.2756,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.9783,                 1.5577,                 1.2633,                 0.3975,                 0.3994,                0.40218,                0.19038,                 1.9487,                 1.5516,                 1.2694,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.9557,                 1.5525,                 1.2639,                0.39429,                0.38289,                0.38387,                0.17514,                 1.9751,                 1.5951,                 1.2765,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.9663,                  1.523,                 1.2584,                 0.4116,                0.37115,                0.35236,                0.16438,                 1.9872,                 1.6305,                 1.2775,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.9338,                 1.5131,                 1.2945,                0.41384,                0.36065,                0.36255,                0.16817,                 1.9833,                 1.6104,                 1.2758,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.9042,                  1.503,                 1.2517,                0.48694,                 0.3531,                 0.3756,                0.16721,                 1.9706,                 1.6014,                 1.2661,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.8985,                 1.5185,                 1.2747,                0.37013,                0.38289,                0.36886,                0.17235,                  1.998,                 1.6895,                 1.2825,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.9225,                   1.53,                 1.2484,                0.40114,                0.46912,                0.39534,                0.17312,                 1.9475,                 1.5438,                 1.2587,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.9107,                 1.5341,                 1.2583,                0.54856,                 0.3315,                0.38786,                0.17125,                  1.932,                 1.5648,                 1.2496,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.8739,                  1.507,                 1.2677,                0.41013,                0.43296,                0.40136,                0.18226,                  1.917,                 1.5457,                 1.2553,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.8642,                 1.4734,                 1.2631,                0.41037,                0.39869,                0.40138,                0.18546,                 1.9545,                 1.5721,                 1.2596,              0.0001211,              0.0001211,              0.0001211
                     93,                  1.846,                  1.491,                 1.2732,                0.41145,                0.45403,                0.39286,                0.17393,                 1.9668,                 1.6354,                 1.2684,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.8519,                 1.4549,                 1.2624,                0.39809,                0.39222,                0.38614,                0.17112,                 1.9671,                 1.6333,                 1.2745,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.8544,                 1.4626,                 1.2757,                0.37846,                0.38554,                0.38457,                0.17708,                 1.9762,                 1.6167,                 1.2739,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.8467,                 1.4519,                 1.2583,                0.46534,                0.35336,                0.38558,                0.17856,                 1.9618,                 1.5716,                 1.2699,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                  1.818,                 1.4172,                 1.2444,                0.44969,                0.36176,                0.38488,                 0.1751,                 1.9621,                 1.6066,                 1.2716,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                  1.854,                 1.4449,                 1.2547,                0.46905,                0.35814,                0.38707,                0.17972,                 1.9652,                  1.592,                 1.2729,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.8586,                 1.4345,                 1.2659,                0.46818,                0.36917,                0.39437,                0.18413,                  1.936,                 1.5741,                 1.2649,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.8241,                 1.4377,                 1.2365,                0.48147,                0.43315,                0.41093,                0.18839,                 1.9237,                 1.5601,                  1.262,             3.3108e-05,             3.3108e-05,             3.3108e-05
